Vocabulary-Kanji,Vocabulary-Furigana,Vocabulary-Kana,Vocabulary-English,Vocabulary-Pos,Expression,Reading,Sentence-Kana,Sentence-English,Sentence-Clozed
技師,技師[ぎし],ぎし,"engineer, technician",Noun,彼はレントゲン<b>技師</b>です。,彼[かれ]はレントゲン<b> 技師[ぎし]</b>です。,かれ は れんとげん <b>ぎし</b> です,He is a radiographer.,彼[かれ]はレントゲン<b>（　）</b>です。
師走,師走[しわす],しわす,December,Noun,<b>師走</b>に入ると忙しくなります。,<b> 師走[しわす]</b>に 入[はい]ると 忙[いそが]しくなります。,<b>しわす</b> に はいる と いそがしく なります,I get very busy once December comes.,<b>（　）</b>に 入[はい]ると 忙[いそが]しくなります。
かんかん,かんかん,かんかん,furious,Adverb,彼女は<b>かんかん</b>に怒っています。,彼女[かのじょ]は<b>かんかん</b>に 怒[おこ]っています。,かのじょ は <b>かんかん</b> に おこって います,She is inflamed with rage.,彼女[かのじょ]は<b>（　）</b>に 怒[おこ]っています。
お手伝い,お 手伝[てつだ]い,おてつだい,"helper, assistant",Verbal Noun,何か<b>お手伝い</b>しましょうか。,何[なに]か<b>お 手伝[てつだ]い</b>しましょうか。,なに か <b>おてつだい</b> しましょう か,Is there anything I can do to help?,何[なに]か<b>（　）</b>しましょうか。
小鳥,小鳥[ことり],ことり,small bird,Noun,誕生日に<b>小鳥</b>を買ってもらいました。,誕生日[たんじょうび]に<b> 小鳥[ことり]</b>を 買[か]ってもらいました。,たんじょうび に <b>ことり</b> を かって もらいました,I was bought a small bird for my birthday.,誕生日[たんじょうび]に<b>（　）</b>を 買[か]ってもらいました。
大声,大声[おおごえ],おおごえ,loud voice,Noun,私たちは<b>大声</b>で歌を歌ったの。,私[わたし]たちは<b> 大声[おおごえ]</b>で 歌[うた]を 歌[うた]ったの。,わたしたち は <b>おおごえ</b> で うた を うたった の,We sang loudly.,私[わたし]たちは<b>（　）</b>で 歌[うた]を 歌[うた]ったの。
歌声,歌声[うたごえ],うたごえ,singing voice,Noun,校舎から<b>歌声</b>が聞こえて来たよ。,校舎[こうしゃ]から<b> 歌声[うたごえ]</b>が 聞[き]こえて 来[き]たよ。,こうしゃ から <b>うたごえ</b> が きこえて きた よ,You could hear singing coming from the school building.,校舎[こうしゃ]から<b>（　）</b>が 聞[き]こえて 来[き]たよ。
騒ぎ,騒[さわ]ぎ,さわぎ,"clamor, commotion",Noun,一体何の<b>騒ぎ</b>ですか。,一体何[いったい なん]の<b> 騒[さわ]ぎ</b>ですか。,いったい なん の <b>さわぎ</b> です か,What on earth is the commotion?,一体何[いったい なん]の<b>（　）</b>ですか。
騒がしい,騒[さわ]がしい,さわがしい,noisy,Adjective,何だか表が<b>騒がしい</b>。,何[なん]だか 表[おもて]が<b> 騒[さわ]がしい</b>。,なんだか おもて が <b>さわがしい</b>,"It is noisy outside, for some reason.",何[なん]だか 表[おもて]が<b>（　）</b>。
飼う,飼[か]う,かう,"raise, keep",Verb,ペットを<b>飼った</b>ことはありますか。,ペットを<b> 飼[か]った</b>ことはありますか。,ぺっと を <b>かった</b> こと は あります か,Have you ever had a pet?,ペットを<b>（　）</b>ことはありますか。
これまで,これまで,これまで,"until now, until here",Noun,<b>これまで</b>の私とは違うんです。,<b>これまで</b>の 私[わたし]とは 違[ちが]うんです。,<b>これまで</b> の わたし と は ちがうん です,I am not the same as before.,<b>（　）</b>の 私[わたし]とは 違[ちが]うんです。
刺さる,刺[さ]さる,ささる,"stick, be stuck",Verb,靴の底に釘が<b>刺さってしまった</b>んだ。,靴[くつ]の 底[そこ]に 釘[くぎ]が<b> 刺[さ]さってしまった</b>んだ。,くつ の そこ に くぎ が <b>ささって しまった</b> ん だ,A nail has stuck in the bottom of my shoe.,靴[くつ]の 底[そこ]に 釘[くぎ]が<b>（　）</b>んだ。
急激,急激[きゅうげき],きゅうげき,"sudden, abrupt",Adjectival Noun,これから高齢化が<b>急激</b>に進みます。,これから 高齢化[こうれいか]が<b> 急激[きゅうげき]</b>に 進[すす]みます。,これから こうれいか が <b>きゅうげき</b> に すすみます,The aging of the population will rapidly advance in the years ahead.,これから 高齢化[こうれいか]が<b>（　）</b>に 進[すす]みます。
刺激,刺激[しげき],しげき,"stimulus, stimulation",Verbal Noun,そのクイズ番組は脳を<b>刺激</b>するね。,そのクイズ 番組[ばんぐみ]は 脳[のう]を<b> 刺激[しげき]</b>するね。,その くいずばんぐみ は のう を <b>しげき</b> する ね,The quiz show stimulates the brain.,そのクイズ 番組[ばんぐみ]は 脳[のう]を<b>（　）</b>するね。
感激,感激[かんげき],かんげき,"deep emotion, moving",Verbal Noun,<b>感激</b>して泣いてしまいました。,<b> 感激[かんげき]</b>して 泣[な]いてしまいました。,<b>かんげき</b> して ないて しまいました,I was moved to tears.,<b>（　）</b>して 泣[な]いてしまいました。
興味,興味[きょうみ],きょうみ,interest,Noun,私は歴史に<b>興味</b>があります。,私[わたし]は 歴史[れきし]に<b> 興味[きょうみ]</b>があります。,わたし は れきし に <b>きょうみ</b> が あります,I'm interested in history.,私[わたし]は 歴史[れきし]に<b>（　）</b>があります。
興奮,興奮[こうふん],こうふん,"excitement, agitation",Verbal Noun,彼女の優勝に感激し<b>興奮</b>しました。,彼女[かのじょ]の 優勝[ゆうしょう]に 感激[かんげき]し<b> 興奮[こうふん]</b>しました。,かのじょ の ゆうしょう に かんげき し <b>こうふん</b> しました,I was excited and moved by her victory.,彼女[かのじょ]の 優勝[ゆうしょう]に 感激[かんげき]し<b>（　）</b>しました。
驚き,驚[おどろ]き,おどろき,"surprise, amazement",Noun,彼女は<b>驚き</b>を隠せませんでしたよ。,彼女[かのじょ]は<b> 驚[おどろ]き</b>を 隠[かく]せませんでしたよ。,かのじょ は <b>おどろき</b> を かくせませんでした よ,She was not able to conceal her surprise.,彼女[かのじょ]は<b>（　）</b>を 隠[かく]せませんでしたよ。
驚かす,驚[おどろ]かす,おどろかす,"surprise, amaze",Verb,あなたを<b>驚かす</b>話があります。,あなたを<b> 驚[おどろ]かす</b> 話[はなし]があります。,あなた を <b>おどろかす</b> はなし が あります,I have a story that will surprise you.,あなたを<b>（　）</b> 話[はなし]があります。
じめじめ,じめじめ,じめじめ,"feel damp, clammy",Adverb,梅雨時は<b>じめじめ</b>する。,梅雨時[つゆどき]は<b>じめじめ</b>する。,つゆどき は <b>じめじめ</b> する,It is damp in the rainy season.,梅雨時[つゆどき]は<b>（　）</b>する。
至る,至[いた]る,いたる,"come to, reach",Verb,ようやく結論に<b>至った</b>ようね,ようやく 結論[けつろん]に<b> 至[いた]った</b>ようね,ようやく けつろん に <b>いたった</b> よう ね,It seemed that we finally reached a conclusion.,ようやく 結論[けつろん]に<b>（　）</b>ようね
至る所,至[いた]る 所[ところ],いたるところ,"everywhere, all over",Noun,コンビニは<b>至る所</b>にあります。,コンビニは<b> 至[いた]る 所[ところ]</b>にあります。,こんびに は <b>いたるところ</b> に あります,Convenience stores are everywhere.,コンビニは<b>（　）</b>にあります。
至急,至急[しきゅう],しきゅう,"urgent, pressing",Noun,会社から「<b>至急</b>」との連絡があったんだ。,会社[かいしゃ]から「<b> 至急[しきゅう]</b>」との 連絡[れんらく]があったんだ。,かいしゃ から <b>しきゅう</b> と の れんらく が あった ん だ,"The company contacted me on an ""urgent"" matter.",会社[かいしゃ]から「<b>（　）</b>」との 連絡[れんらく]があったんだ。
一致,一致[いっち],いっち,"accord, agreement",Verbal Noun,皆の意見が<b>一致</b>しました。,皆[みんな]の 意見[いけん]が<b> 一致[いっち]</b>しました。,みんな の いけん が <b>いっち</b> しました,We all agreed in opinion.,皆[みんな]の 意見[いけん]が<b>（　）</b>しました。
致す,致[いた]す,いたす,humbly do,Verb,私からご連絡<b>致します</b>。,私[わたし]からご 連絡[れんらく]<b> 致[いた]します</b>。,わたし から ごれんらく <b>いたします</b>,I'll get in touch with you.,私[わたし]からご 連絡[れんらく]<b>（　）</b>。
傾く,傾[かたむ]く,かたむく,"decline, go down",Verb,お日様が西に<b>傾きました</b>ね。,お 日様[ひさま]が 西[にし]に<b> 傾[かたむ]きました</b>ね。,おひさま が にし に <b>かたむきました</b> ね,The sun went down in the west.,お 日様[ひさま]が 西[にし]に<b>（　）</b>ね。
傾ける,傾[かたむ]ける,かたむける,"lean, cock (one's head)",Verb,彼女は首を少し<b>傾けて</b>笑うの。,彼女[かのじょ]は 首[くび]を 少[すこ]し<b> 傾[かたむ]けて</b> 笑[わら]うの。,かのじょ は くび を すこし <b>かたむけて</b> わらう の,She cocks her head slightly to the side when she smiles.,彼女[かのじょ]は 首[くび]を 少[すこ]し<b>（　）</b> 笑[わら]うの。
じろじろ,じろじろ,じろじろ,stare,Adverb,人を<b>じろじろ</b>見るものではありません。,人[ひと]を<b>じろじろ</b> 見[み]るものではありません。,ひと を <b>じろじろ</b> みる もの で は ありません,Do not stare at people.,人[ひと]を<b>（　）</b> 見[み]るものではありません。
坂,坂[さか],さか,"slope, incline",Noun,この<b>坂</b>を上るのはすごくきついね。,この<b> 坂[さか]</b>を 上[のぼ]るのはすごくきついね。,この <b>さか</b> を のぼる の は すごく きつい ね,Going up this slope is very hard.,この<b>（　）</b>を 上[のぼ]るのはすごくきついね。
狭まる,狭[せば]まる,せばまる,"become narrow, contract",Verb,ここから道の幅が<b>狭まっています</b>。,ここから 道[みち]の 幅[はば]が<b> 狭[せば]まっています</b>。,ここ から みち の はば が <b>せばまって います</b>,The road narrows from here.,ここから 道[みち]の 幅[はば]が<b>（　）</b>。
狭める,狭[せば]める,せばめる,"narrow, contract",Verb,もっと範囲を<b>狭めて</b>探しましょう,もっと 範囲[はんい]を<b> 狭[せば]めて</b> 探[さが]しましょう,もっと はんい を <b>せばめて</b> さがしましょう,Let's narrow the range and search.,もっと 範囲[はんい]を<b>（　）</b> 探[さが]しましょう
徐行,徐行[じょこう],じょこう,slow speed,Verbal Noun,この先は<b>徐行</b>して下さい。,この 先[さき]は<b> 徐行[じょこう]</b>して 下[くだ]さい。,この さき は <b>じょこう</b> して ください,Please go slowly ahead.,この 先[さき]は<b>（　）</b>して 下[くだ]さい。
硬さ,硬[かた]さ,かたさ,hardness,Noun,理科の時間に石の<b>硬さ</b>を比べたよ。,理科[りか]の 時間[じかん]に 石[いし]の<b> 硬[かた]さ</b>を 比[くら]べたよ。,りか の じかん に いし の <b>かたさ</b> を くらべた よ,In science class we compared the hardness of stones.,理科[りか]の 時間[じかん]に 石[いし]の<b>（　）</b>を 比[くら]べたよ。
柔軟,柔軟[じゅうなん],じゅうなん,"pliable, flexible",Adjective,彼は<b>柔軟</b>に対応をした。,彼[かれ]は<b> 柔軟[じゅうなん]</b>に 対応[たいおう]をした。,かれ は <b>じゅうなん</b> に たいおう を した,He gave a flexible response.,彼[かれ]は<b>（　）</b>に 対応[たいおう]をした。
